Fungi.Blastocladiomycota.Blastocladiomycetes.Blastocladiales.Catenariaceae,1
Fungi.Chytridiomycota.Chytridiomycetes.Chytridiales.Chytriomycetaceae,32
Fungi.Chytridiomycota.Chytridiomycetes.Rhizophydiales.Rhizophydialessedis,10
Fungi.Chytridiomycota.Monoblepharidomycetes.Monoblepharidales.Gonapodyaceae,25
Fungi.Cryptomycota,1
Fungi.Dikarya.Ascomycota.Ascomycotasedis,12
